start_station_name,member_casual,number_of_rides
Public Rack - King Dr & 71st St,member,2
Public Rack - King Dr & 83rd St,casual,2
Public Rack - King Dr & Oakwood Blvd,casual,13
Public Rack - King Dr & Oakwood Blvd,member,12
Public Rack - Kingston Ave & 75th St,casual,1
Public Rack - Kingston Ave & 75th St,member,2
Public Rack - Kolin Ave & Archer Ave,casual,4
Public Rack - Kolin Ave & Archer Ave,member,2
Public Rack - Komensky Ave & 26th St,casual,5
Public Rack - Komensky Ave & 26th St,member,6
Public Rack - Komensky Ave & 31st St,casual,16
Public Rack - Komensky Ave & 31st St,member,11
Public Rack - Komensky Ave & 59th St,casual,3
Public Rack - Komensky Ave & 63rd St,casual,4
Public Rack - Komensky Ave & 63rd St,member,2
Public Rack - Kostner Ave & 16th St,casual,2
Public Rack - Kostner Ave & Armitage Ave,casual,144
Public Rack - Kostner Ave & Armitage Ave,member,230
Public Rack - Kostner Ave & Diversey Ave,casual,45
Public Rack - Kostner Ave & Diversey Ave,member,36
Public Rack - Kostner Ave & Lake St,casual,2
Public Rack - Kostner Ave & Lake St,member,1
Public Rack - Kostner Ave & North Ave,casual,25
Public Rack - Kostner Ave & North Ave,member,23
Public Rack - Kostner Ave & Wrightwood Ave,casual,9
Public Rack - Kostner Ave & Wrightwood Ave,member,4
Public Rack - La Moyne Ave and Leamington Ave,casual,15
Public Rack - Lafayette Ave & 87th St - NW,casual,1
Public Rack - Lafayette Ave & 87th St - NW,member,2
Public Rack - Lafayette Ave & 87th St SW,casual,1
Public Rack - Lafayette Ave & 95th St,casual,15
Public Rack - Lafayette Ave & 95th St,member,25
Public Rack - Laflin St & 51st St,casual,3
Public Rack - Laflin St & 79th St,member,1
Public Rack - Laflin St &51st ST,casual,1
Public Rack - Laflin St &51st ST,member,1
Public Rack - Lake Park Ave & 47th St,member,1
Public Rack - Lake Shore Dr & Hayes Dr,casual,49
Public Rack - Lake Shore Dr & Hayes Dr,member,24
Public Rack - Lamon Ave & Erie St,casual,3
Public Rack - Langley Ave & 49th St,casual,5
Public Rack - Langley Ave & 49th St,member,2
Public Rack - Langley Ave & 79th St,casual,1
Public Rack - Langley Ave & 79th St,member,7
Public Rack - Langley Ave & 87th St,casual,2
Public Rack - Langley Ave & Oakwood Blvd,casual,5
Public Rack - Langley Ave & Oakwood Blvd,member,1
Public Rack - Laporte Ave & Armitage Ave,casual,5
Public Rack - Laporte Ave & Armitage Ave,member,9
Public Rack - Laramie Ave & Belmont Ave,casual,81
Public Rack - Laramie Ave & Belmont Ave,member,40
Public Rack - Laramie Ave & Fullerton Ave,casual,86
Public Rack - Laramie Ave & Fullerton Ave,member,23
Public Rack - Laramie Ave & Grand Ave,casual,45
Public Rack - Laramie Ave & Grand Ave,member,4
Public Rack - Laramie Ave & Warwick Ave,casual,30
Public Rack - Laramie Ave & Warwick Ave,member,12
Public Rack - Latrobe Ave & Lake St,casual,9
Public Rack - Latrobe Ave & Lake St,member,4
Public Rack - Lawndale & 63rd St,casual,3
Public Rack - Lawndale Ave & 23rd St,casual,17
Public Rack - Lawndale Ave & 23rd St,member,2
Public Rack - Lawndale Ave & 63rd St,casual,19
Public Rack - Lawndale Ave & 63rd St,member,5
Public Rack - Lawndale Ave & Diversey Ave,casual,153
Public Rack - Lawndale Ave & Diversey Ave,member,277
Public Rack - Lawndale Ave & Polk St,casual,12
Public Rack - Lawndale Ave & Polk St,member,9
Public Rack - Leclaire Ave & Division St,casual,15
Public Rack - Leclaire Ave & Division St,member,5
Public Rack - Legler Regional Library,casual,7
Public Rack - Legler Regional Library,member,7
Public Rack - Linder Ave & Belmont Ave,casual,45
Public Rack - Linder Ave & Belmont Ave,member,3
Public Rack - Lockwood Ave & Diversey Ave,casual,91
Public Rack - Lockwood Ave & Diversey Ave,member,212
Public Rack - Longwood Dr & 111th St,casual,1
Public Rack - Longwood Dr & 111th St,member,12
Public Rack - Longwood Dr & 95th St,member,2
Public Rack - Loomis Blvd & 47th St,member,4
Public Rack - Loomis Blvd & 83rd St,member,1
Public Rack - Loomis St & 87th St,casual,6
Public Rack - Loomis St & 87th St,member,79
Public Rack - Lorel Ave & Chicago Ave,casual,10
Public Rack - Lorel Ave & Chicago Ave,member,4
Public Rack - Lorel Ave & Grand Ave,casual,89
Public Rack - Lorel Ave & Grand Ave,member,30
Public Rack - Lowell Ave & Elston Ave,casual,169
Public Rack - Lowell Ave & Elston Ave,member,132
Public Rack - Mackinaw Ave & 106th St,member,1
Public Rack - Maplewood Ave & 47th St,casual,5
Public Rack - Maplewood Ave & 47th St,member,3
Public Rack - Maplewood Ave & 63rd St,member,2
Public Rack - Marquette Rd & 67th St,casual,8
Public Rack - Marshfield Ave & 45th St,member,5
Public Rack - Marshfield Ave & 87th St,casual,4
Public Rack - Marshfield Ave & 87th St,member,3
Public Rack - Martin Luther King Dr & 44th St,member,1
Public Rack - Martin Luther King Dr & 69th St,member,1
Public Rack - May St & 78th St,casual,1
Public Rack - May St & 78th St,member,1
Public Rack - McCormick Blvd & Devon Ave,casual,49
Public Rack - McCormick Blvd & Devon Ave,member,42
Public Rack - McVicker Ave & Grand Ave,casual,5
Public Rack - McVicker Ave & Grand Ave,member,4
Public Rack - Melvina Ave & Belmont Ave,casual,41
Public Rack - Melvina Ave & Belmont Ave,member,13
Public Rack - Menard Ave & Agusta Blvd,casual,3
Public Rack - Menard Ave & Agusta Blvd,member,2
Public Rack - Menard Ave & Belmont Ave,casual,8
Public Rack - Menard Ave & Belmont Ave,member,3
Public Rack - Menard Ave & Dakin St - midblock,casual,43
Public Rack - Menard Ave & Dakin St - midblock,member,7
Public Rack - Menard Ave & Grand Ave,casual,27
Public Rack - Menard Ave & Grand Ave,member,10
Public Rack - Menard Ave & Madison St,casual,2
Public Rack - Michele Clark Magnet High School,casual,10
Public Rack - Michigan Ave & 107th St,casual,4
Public Rack - Michigan Ave & 113th St,member,4
Public Rack - Michigan Ave & 119th St,casual,3
Public Rack - Michigan Ave & 96th St,casual,6
Public Rack - Michigan Ave & 96th St,member,4
Public Rack - Midway Orange Line,casual,63
Public Rack - Midway Orange Line,member,13
Public Rack - Milwaukee Ave & Addison St,casual,83
Public Rack - Milwaukee Ave & Addison St,member,48
Public Rack - Milwaukee Ave & Diversey Ave,casual,405
Public Rack - Milwaukee Ave & Diversey Ave,member,436
Public Rack - Milwaukee Ave & Haussen Ct,casual,153
Public Rack - Milwaukee Ave & Haussen Ct,member,113
Public Rack - Milwaukee Ave & School St,casual,117
Public Rack - Milwaukee Ave & School St,member,80
Public Rack - Milwaukee Ave & Waveland Ave,casual,6
Public Rack - Milwaukee Ave & Waveland Ave,member,2
Public Rack - Monticello Ave & Belmont Ave,casual,148
Public Rack - Monticello Ave & Belmont Ave,member,101
Public Rack - Morgan St & 87th St,casual,1
Public Rack - Morgan St & 95th St,casual,1
Public Rack - Morgan St & 95th St,member,1
Public Rack - Mozart Elementary School,casual,168
Public Rack - Mozart Elementary School,member,71
Public Rack - Mt Greenwood Library - South,casual,1
Public Rack - Mt Greenwood Library - South,member,1
Public Rack - Mt Greenwood Library N,casual,1
Public Rack - Mt Greenwood Library N,member,3
Public Rack - N Narragansett Ave & Grand Ave,casual,9
Public Rack - N Narragansett Ave & Grand Ave,member,4
Public Rack - N Sayre Ave & W Belden Ave,member,1
Public Rack - Nagle Ave & Belmont Ave,casual,22
Public Rack - Nagle Ave & Belmont Ave,member,67
Public Rack - Narragansett Ave & Fullerton Ave,casual,23
Public Rack - Narragansett Ave & Fullerton Ave,member,12
Public Rack - Neva Ave & Grand Ave,casual,8
Public Rack - Neva Ave & Grand Ave,member,2
Public Rack - Newcastle Ave & Belden Ave,casual,5
Public Rack - Newcastle Ave & Belmont Ave,casual,6
Public Rack - Newcastle Ave & Belmont Ave,member,2
Public Rack - Newcastle Ave & Wellington Ave,member,1
Public Rack - Newland Ave & Diversey Ave,casual,2
Public Rack - Nordica Ave & Addison St,casual,3
Public Rack - Nordica Ave & Addison St,member,1
Public Rack - Normal Ave & 111th St,casual,8
Public Rack - Normal Ave & 111th St,member,18
Public Rack - Normal Ave & 72nd St,casual,1
Public Rack - Oglesby Ave & 95th St,member,1
Public Rack - Oketo Ave & Belmont Ave,casual,11
Public Rack - Oketo Ave & Belmont Ave,member,1
Public Rack - Oleander Ave & Addison St,casual,1
Public Rack - Parnell Ave & 103rd St,member,2
Public Rack - Paxton Ave & 79th St,casual,9
Public Rack - Paxton Ave & 79th St,member,2
Public Rack - Penn Elementary School / KIPP Ascend Middle School,casual,15
Public Rack - Penn Elementary School / KIPP Ascend Middle School,member,38
Public Rack - Peoria St & 60th St,member,1
Public Rack - Percy Julian HS,casual,5
Public Rack - Percy Julian HS,member,1
Public Rack - Perry Ave & 108th Pl,casual,6
Public Rack - Perry Ave & 108th Pl,member,1
Public Rack - Perry Ave & 111th St,casual,1
Public Rack - Perry Ave & 111th St,member,1
Public Rack - Peterson Ave & Bernard Ave,casual,7
Public Rack - Peterson Ave & Bernard Ave,member,4
Public Rack - Peterson Ave & Drake Ave,member,3
Public Rack - Piotrowski Park,casual,3
Public Rack - Pittsburgh Ave & Irving Park,casual,3
Public Rack - Prairie Ave & 47th St ,casual,20
Public Rack - Prairie Ave & 47th St ,member,36
Public Rack - Prairie Ave & Garfield Blvd,casual,9
Public Rack - Prairie Ave & Garfield Blvd,member,8
Public Rack - Prairie Ave & Garfield Blvd N,casual,3
Public Rack - Prairie Ave & Garfield Blvd N,member,1
Public Rack - Prairie Ave & Garfield Blvd S,member,1
Public Rack - Princeton Ave & 43rd St,casual,1
Public Rack - Pulaski & 52nd,casual,10
Public Rack - Pulaski & 52nd,member,6
Public Rack - Pulaski Rd & 15th St,casual,6
Public Rack - Pulaski Rd & 15th St,member,2
Public Rack - Pulaski Rd & 40th St,member,2
Public Rack - Pulaski Rd & 41st,member,1
Public Rack - Pulaski Rd & 44th St,casual,25
Public Rack - Pulaski Rd & 44th St,member,53
Public Rack - Pulaski Rd & 51st Rd,casual,3
Public Rack - Pulaski Rd & 51st Rd,member,2
Public Rack - Pulaski Rd & 5th Ave,casual,9
Public Rack - Pulaski Rd & 5th Ave,member,3
Public Rack - Pulaski Rd & 65th St,casual,7
Public Rack - Pulaski Rd & 65th St,member,3
Public Rack - Pulaski Rd & Armitage Ave,casual,227
Public Rack - Pulaski Rd & Armitage Ave,member,174
Public Rack - Pulaski Rd & Flournoy St,casual,2
Public Rack - Pulaski Rd & Fullerton Ave,casual,69
Public Rack - Pulaski Rd & Fullerton Ave,member,56
Public Rack - Pulaski Rd & Grenshaw St,casual,1
Public Rack - Pulaski Rd & Lake St,casual,41
Public Rack - Pulaski Rd & Lake St,member,2
Public Rack - Pulaski Rd & Polk St,casual,2
Public Rack - Pulaski Rd & Polk St,member,2
Public Rack - Pulaski Rd & Roosevelt Rd,casual,21
Public Rack - Pulaski Rd & Roosevelt Rd,member,7
Public Rack - Pullman - Planet Fitness,casual,3
Public Rack - Pullman - Planet Fitness,member,5
Public Rack - Pullman - Ross Dress for Less,casual,2
Public Rack - Pullman - Walmart,casual,5
Public Rack - Pullman - Walmart,member,8
Public Rack - Pullman Community Center,casual,1
Public Rack - Pullman Community Center,member,3
Public Rack - Racine Ave & 109th Pl,casual,5
Public Rack - Racine Ave & 109th Pl,member,189
Public Rack - Racine Ave & 74th St,casual,1
Public Rack - Racine Ave & 74th St,member,4
Public Rack - Racine Ave & 76th,casual,3
Public Rack - Racine Ave & 76th,member,2
Public Rack - Richmond St & Thorndale Ave,member,2
Public Rack - Robert Fulton Elementary School,casual,2
Public Rack - Robert Fulton Elementary School,member,2
Public Rack - Rockwell & 111th St,casual,10
Public Rack - Rockwell & 111th St,member,13
Public Rack - Rockwell & Division,casual,36
Public Rack - Rockwell & Division,member,45
Public Rack - Rockwell Ave & Touhy Ave ,casual,71
Public Rack - Rockwell Ave & Touhy Ave ,member,83
Public Rack - Roswell B. Mason Elementary School,casual,1
Public Rack - Roswell B. Mason Elementary School,member,4
Public Rack - Rutherford Ave & Belmont Ave,casual,3
Public Rack - S Kostner Ave & W 18th Pl,casual,2
Public Rack - Sacramento Ave & Devon Ave,casual,106
Public Rack - Sacramento Ave & Devon Ave,member,60
Public Rack - Sacramento Ave & Greenleaf Ave,casual,37
Public Rack - Sacramento Ave & Greenleaf Ave,member,35
Public Rack - Sacramento Blvd & Division St,casual,3
Public Rack - Sacramento Blvd & Division St,member,9
Public Rack - Saginaw Ave & 93rd St,casual,5
Public Rack - Saginaw Ave & 93rd St,member,7
Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,casual,3
Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,member,5
Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,casual,10
Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,member,2
Public Rack - Sawyer Ave & Chicago Ave,casual,2
Public Rack - Sawyer Ave & Chicago Ave,member,1
Public Rack - Sawyer Ave & Lawrence Ave,casual,51
Public Rack - Sawyer Ave & Lawrence Ave,member,39
Public Rack - Senka "Edward Duke" Park,member,2
Public Rack - South Shore Dr & 71st St,casual,18
Public Rack - South Shore Dr & 71st St,member,11
Public Rack - Spaulding Ave & Bryn Mawr Ave,casual,27
Public Rack - Spaulding Ave & Bryn Mawr Ave,member,23
Public Rack - Spaulding Ave & Evergreen Ave,casual,131
Public Rack - Spaulding Ave & Evergreen Ave,member,189
Public Rack - Spaulding Ave & Foster Ave,casual,49
Public Rack - Spaulding Ave & Foster Ave,member,33
Public Rack - Spaulding Ave & North Ave,casual,159
Public Rack - Spaulding Ave & North Ave,member,228
Public Rack - Spencer Elementary Technology Academy,casual,5
Public Rack - Springfield Ave & 63rd St,casual,1
Public Rack - St Louis Ave & Berteau Ave,casual,26
Public Rack - St Louis Ave & Berteau Ave,member,14
Public Rack - St Louis Ave & Flournoy St,casual,3
Public Rack - State ST & 42nd St,casual,42
Public Rack - State ST & 42nd St,member,54
Public Rack - Stewart Ave & 123rd St,casual,6
Public Rack - Stewart Ave & 123rd St,member,8
Public Rack - Stony Island & 87th St,casual,11
Public Rack - Stony Island & 87th St,member,5
Public Rack - Strohacker Park,casual,1
Public Rack - Talman Ave & 51st St,casual,3
Public Rack - Talman Ave & Pershing Rd,casual,12
Public Rack - Talman Ave & Pershing Rd,member,4
Public Rack - The Montessori School of Englewood,member,1
Public Rack - Throop St & 109th Pl,casual,4
Public Rack - Throop St & 109th Pl,member,26
Public Rack - Throop St & 58th St,member,1
Public Rack - Tripp Ave & North Ave,casual,14
Public Rack - Tripp Ave & North Ave,member,15
Public Rack - Troy & 111th St,member,1
Public Rack - Union Ave & 111th St,casual,1
Public Rack - Vincennes Ave & 77th St,casual,4
Public Rack - Vincennes Ave & 77th St,member,2
Public Rack - Vincennes Ave & 95th St,casual,3
Public Rack - Vincennes Ave & 95th St,member,3
Public Rack - Vincennes Ave & 99th St,member,1
Public Rack - Wabash Ave & 87th St,member,2
Public Rack - Walden Pkwy & 103rd St,casual,34
Public Rack - Walden Pkwy & 103rd St,member,90
Public Rack - Walden Pkwy & 99th St,casual,5
Public Rack - Walden Pkwy & 99th St,member,1
Public Rack - Wallace St & 112 St,casual,1
Public Rack - Wallace St & 119th St,casual,6
Public Rack - Waller Ave & Chicago Ave,member,1
Public Rack - Washington Park Ct & 51st St,member,3
Public Rack - Washtenaw Ave & Devon Ave,casual,154
Public Rack - Washtenaw Ave & Devon Ave,member,197
Public Rack - Washtenaw Ave & Superior St,casual,74
Public Rack - Washtenaw Ave & Superior St,member,103
Public Rack - Wentworth Ave & 103rd St,casual,1
Public Rack - Wentworth Ave & 79th St,member,6
Public Rack - West Chatham Park,casual,1
Public Rack - West Chatham Park,member,1
Public Rack - Western Ave & 100th St,casual,12
Public Rack - Western Ave & 100th St,member,1
Public Rack - Western Ave & 104th St - East,casual,9
Public Rack - Western Ave & 104th St - East,member,5
Public Rack - Western Ave & 104th St - West,casual,6
Public Rack - Western Ave & 104th St - West,member,3
Public Rack - Western Ave & 105th St,casual,5
Public Rack - Western Ave & 106th St - East,member,2
Public Rack - Western Ave & 106th St - West,casual,2
Public Rack - Western Ave & 107th Pl,casual,4
Public Rack - Western Ave & 107th St,casual,4
Public Rack - Western Ave & 107th St,member,3
Public Rack - Western Ave & 110th St,casual,16
Public Rack - Western Ave & 110th St,member,14
Public Rack - Western Ave & 111th St - NW,casual,3
Public Rack - Western Ave & 111th St - SE,casual,2
Public Rack - Western Ave & 111th St - SE,member,3
Public Rack - Western Ave & 111th St - SW,casual,2
Public Rack - Western Ave & 111th St - SW,member,3
Public Rack - Western Ave & 116th St,casual,1
Public Rack - Western Ave & 118th St,casual,3
Public Rack - Western Ave & 118th St,member,4
Public Rack - Western Ave & 47th Pl,casual,11
Public Rack - Western Ave & 47th Pl,member,14
Public Rack - Western Ave & 79th St,casual,3
Public Rack - Western Ave & 92nd Pl,casual,14
Public Rack - Western Ave & 96th St,casual,32
Public Rack - Western Ave & 96th St,member,10
Public Rack - Western Ave & 98th St,casual,11
Public Rack - Western Ave & Devon Ave,casual,81
Public Rack - Western Ave & Devon Ave,member,145
Public Rack - Western Ave & Jarvis Ave,casual,64
Public Rack - Western Ave & Jarvis Ave,member,62
Public Rack - Western Blvd & 49th St,casual,88
Public Rack - Western Blvd & 49th St,member,69
Public Rack - Whipple St & 26th St,casual,5
Public Rack - Whipple St & 26th St,member,6
Public Rack - Whipple St & 63rd St,casual,4
Public Rack - Whipple St & 63rd St,member,2
Public Rack - Wood St & 103rd St,casual,14
Public Rack - Wood St & 103rd St,member,8
Public Rack - Wood St & 47th St,casual,8
Public Rack - Wood St & 47th St,member,9
Public Rack - Woodlawn Ave & 63rd St - NE,casual,52
Public Rack - Woodlawn Ave & 63rd St - NE,member,120
Public Rack - Woodlawn Ave & 63rd St - SE,casual,18
Public Rack - Woodlawn Ave & 63rd St - SE,member,31
Public Rack - Woodlawn Ave & 63rd St N,casual,64
Public Rack - Woodlawn Ave & 63rd St N,member,61
Public Rack - Woodlawn Ave & 63rd St S,casual,4
Public Rack - Woodlawn Ave & 63rd St S,member,1
Public Rack - Yale Ave & 119th St,casual,2
Public Rack - Zapata Academy,casual,3
Public Rack - Zapata Academy,member,3
Pulaski & 52nd,casual,31
Pulaski & 52nd,member,12
Pulaski & Ann Lurie Pl,casual,92
Pulaski & Ann Lurie Pl,member,72
Pulaski Rd & 21st St,casual,200
Pulaski Rd & 21st St,member,79
Pulaski Rd & 40th St,casual,6
Pulaski Rd & 40th St,member,1
Pulaski Rd & 41st,casual,16
Pulaski Rd & 41st,member,2
Pulaski Rd & 44th St,casual,30
Pulaski Rd & 44th St,member,154
Pulaski Rd & 51st Rd,casual,29
Pulaski Rd & 51st Rd,member,39
Pulaski Rd & 51st St,casual,697
Pulaski Rd & 51st St,member,503
Pulaski Rd & 60th St,casual,141
Pulaski Rd & 60th St,member,19
Pulaski Rd & Armitage Ave,casual,38
Pulaski Rd & Armitage Ave,member,10
Pulaski Rd & Congress Pkwy,casual,123
Pulaski Rd & Congress Pkwy,member,54
Pulaski Rd & Eddy St,casual,14
Pulaski Rd & Eddy St,member,10
Pulaski Rd & Eddy St (Temp),casual,491
Pulaski Rd & Eddy St (Temp),member,290
Pulaski Rd & Fullerton Ave,casual,45
Pulaski Rd & Fullerton Ave,member,28
Pulaski Rd & Lake St,casual,176
Pulaski Rd & Lake St,member,52
Pullman - Planet Fitness,casual,1
Pullman - Planet Fitness,member,4
Pullman - Ross Dress for Less,casual,13
Pullman - Ross Dress for Less,member,2
Pullman - Walmart,casual,19
Pullman - Walmart,member,29
Pullman Community Center,casual,2
Racine Ave & 109th Pl,casual,78
Racine Ave & 109th Pl,member,22
Racine Ave & 13th St,casual,381
Racine Ave & 13th St,member,737
Racine Ave & 15th St,casual,1283
Racine Ave & 15th St,member,2167
Racine Ave & 18th St,casual,2823
Racine Ave & 18th St,member,4904
Racine Ave & 35th St,casual,412
Racine Ave & 35th St,member,962
Racine Ave & 61st St,casual,52
Racine Ave & 61st St,member,11
Racine Ave & 65th St,casual,77
Racine Ave & 65th St,member,12
Racine Ave & 74th St,casual,2
Racine Ave & 74th St,member,15
Racine Ave & 76th,casual,19
Racine Ave & 76th,member,3
Racine Ave & 83rd St,casual,2
Racine Ave & Belmont Ave,casual,7400
Racine Ave & Belmont Ave,member,7888
Racine Ave & Congress Pkwy,casual,1646
Racine Ave & Congress Pkwy,member,6933
Racine Ave & Fullerton Ave,casual,4533
Racine Ave & Fullerton Ave,member,9734
Racine Ave & Fullerton Ave (Temp),casual,925
Racine Ave & Fullerton Ave (Temp),member,2008
Racine Ave & Garfield Blvd,casual,142
Racine Ave & Garfield Blvd,member,112
Racine Ave & Randolph St,casual,2315
Racine Ave & Randolph St,member,3759
Racine Ave & Washington Blvd,casual,2077
Racine Ave & Washington Blvd,member,4066
Racine Ave & Wrightwood Ave,casual,3289
Racine Ave & Wrightwood Ave,member,5105
Rainbow Beach,casual,168
Rainbow Beach,member,83
Ravenswood Ave & Berteau Ave,casual,1329
Ravenswood Ave & Berteau Ave,member,3061
Ravenswood Ave & Irving Park Rd,casual,2480
Ravenswood Ave & Irving Park Rd,member,3812
Ravenswood Ave & Lawrence Ave,casual,5560
Ravenswood Ave & Lawrence Ave,member,11950
Rhodes Ave & 32nd St,casual,1188
Rhodes Ave & 32nd St,member,4594
Rhodes Ave & 71st St,casual,58
Rhodes Ave & 71st St,member,21
Rhodes Ave & 79th St,casual,1
Rhodes Ave & 79th St,member,3
Richmond St & 59th St,casual,90
Richmond St & 59th St,member,29
Richmond St & Diversey Ave,casual,1466
Richmond St & Diversey Ave,member,2189
Richmond St & Lincoln Ave,casual,108
Richmond St & Lincoln Ave,member,83
Ridge Blvd & Howard St,casual,382
Ridge Blvd & Howard St,member,539
Ridge Blvd & Touhy Ave,casual,447
Ridge Blvd & Touhy Ave,member,446
Ritchie Ct & Banks St,casual,5459
Ritchie Ct & Banks St,member,7761
Robert Fulton Elementary School,casual,81
Robert Fulton Elementary School,member,3
Rockwell & 111th St,casual,20
Rockwell Ave & Touhy Ave ,casual,11
Rockwell Ave & Touhy Ave ,member,8
Rockwell St & 57th St,casual,164
Rockwell St & 57th St,member,33
Rockwell St & 63rd St,casual,39
Rockwell St & 63rd St,member,24
Rockwell St & Archer Ave,casual,274
Rockwell St & Archer Ave,member,176
Rockwell St & Cermak Rd,casual,312
Rockwell St & Cermak Rd,member,681
Rockwell St & Eastwood Ave,casual,1247
Rockwell St & Eastwood Ave,member,2623
Rockwell St & Fletcher St,casual,994
Rockwell St & Fletcher St,member,1015
Roscoe & Harlem,casual,71
Roscoe & Harlem,member,21
Rush St & Cedar St,casual,7368
Rush St & Cedar St,member,10583
Rush St & Hubbard St,casual,4165
Rush St & Hubbard St,member,6723
Rush St & Superior St,casual,5873
Rush St & Superior St,member,10461
Rutherford Ave & Belmont Ave,casual,12
Rutherford Ave & Belmont Ave,member,3
S Aberdeen St & W 106th St,casual,26
S Aberdeen St & W 106th St,member,20
S Michigan Ave & E 118th St,casual,8
S Michigan Ave & E 118th St,member,3
S Wentworth Ave & W 111th St,casual,18
S Wentworth Ave & W 111th St,member,12
Sacramento Ave & 25th St,casual,65
Sacramento Ave & 25th St,member,32
Sacramento Ave & Devon Ave,casual,10
Sacramento Ave & Devon Ave,member,9
Sacramento Ave & Greenleaf Ave,casual,7
Sacramento Ave & Greenleaf Ave,member,4
Sacramento Ave & Pershing Rd,casual,138
Sacramento Ave & Pershing Rd,member,82
Sacramento Blvd & Addison St,casual,681
Sacramento Blvd & Addison St,member,360
Sacramento Blvd & Division St,casual,1
Sacramento Blvd & Franklin Blvd,casual,163
Sacramento Blvd & Franklin Blvd,member,240
Sacramento Blvd & Fulton Ave,casual,67
Sacramento Blvd & Fulton Ave,member,109
Sacramento Blvd & Polk St,casual,14
Sacramento Blvd & Polk St,member,63
Sacramento Blvd & Washington Blvd,casual,5
Sacramento Blvd & Washington Blvd,member,3
Sangamon St & 79th St,casual,4
Sangamon St & 79th St,member,1
Sangamon St & Lake St,casual,3918
Sangamon St & Lake St,member,7887
Sangamon St & Washington Blvd,casual,3223
Sangamon St & Washington Blvd,member,6410
Sawyer Ave & 111th St,casual,6
Sawyer Ave & 111th St,member,4
Sawyer Ave & Bryn Mawr Ave - SE,casual,6
Sawyer Ave & Bryn Mawr Ave - SE,member,1
Sawyer Ave & Irving Park Rd,casual,660
Sawyer Ave & Irving Park Rd,member,565
Sawyer Ave & Lawrence Ave,casual,8
Sawyer Ave & Lawrence Ave,member,7
Sayre & Diversey,casual,350
Sayre & Diversey,member,128
Sedgwick St & Huron St,casual,4241
Sedgwick St & Huron St,member,9306
Sedgwick St & North Ave,casual,6735
Sedgwick St & North Ave,member,9585
Sedgwick St & Schiller St,casual,2081
Sedgwick St & Schiller St,member,2621
Sedgwick St & Webster Ave,casual,5964
Sedgwick St & Webster Ave,member,9064
Seeley Ave & Garfield Blvd,casual,166
Seeley Ave & Garfield Blvd,member,10
Seeley Ave & Roscoe St,casual,2833
Seeley Ave & Roscoe St,member,4041
Senka "Edward Duke" Park,casual,1
Shabbona Park,casual,146
Shabbona Park,member,20
Shedd Aquarium,casual,20985
Shedd Aquarium,member,5113
Sheffield Ave & Fullerton Ave,casual,9461
Sheffield Ave & Fullerton Ave,member,15726
Sheffield Ave & Kingsbury St,casual,4856
Sheffield Ave & Kingsbury St,member,9548
Sheffield Ave & Waveland Ave,casual,10671
Sheffield Ave & Waveland Ave,member,11805
Sheffield Ave & Webster Ave,casual,7353
Sheffield Ave & Webster Ave,member,11261
Sheffield Ave & Wellington Ave,casual,7966
Sheffield Ave & Wellington Ave,member,11204
Sheffield Ave & Willow St,casual,3896
Sheffield Ave & Willow St,member,7626
Sheffield Ave & Wrightwood Ave,casual,8281
Sheffield Ave & Wrightwood Ave,member,9833
Sheridan Rd & Argyle St,casual,1918
Sheridan Rd & Argyle St,member,2855
Sheridan Rd & Buena Ave,casual,3430
Sheridan Rd & Buena Ave,member,7085
Sheridan Rd & Columbia Ave,casual,1497
Sheridan Rd & Columbia Ave,member,2351
Sheridan Rd & Greenleaf Ave,casual,1024
Sheridan Rd & Greenleaf Ave,member,1388
Sheridan Rd & Irving Park Rd,casual,7067
Sheridan Rd & Irving Park Rd,member,12786
Sheridan Rd & Lawrence Ave,casual,2765
Sheridan Rd & Lawrence Ave,member,4753
Sheridan Rd & Loyola Ave,casual,2265
Sheridan Rd & Loyola Ave,member,2785
Sheridan Rd & Montrose Ave,casual,5683
Sheridan Rd & Montrose Ave,member,10251
Sheridan Rd & Noyes St (NU),casual,2791
Sheridan Rd & Noyes St (NU),member,3370
Shields Ave & 28th Pl,casual,531
Shields Ave & 28th Pl,member,2718
Shields Ave & 31st St,casual,770
Shields Ave & 31st St,member,3935
Shields Ave & 43rd St,casual,135
Shields Ave & 43rd St,member,103
Shore Dr & 55th St,casual,4997
Shore Dr & 55th St,member,7168
Smith Park,casual,831
Smith Park,member,1292
South Chicago Ave & 83rd St,casual,68
South Chicago Ave & 83rd St,member,26
South Chicago Ave & Elliot Ave,casual,37
South Chicago Ave & Elliot Ave,member,5
South Shore Dr & 67th St,casual,622
South Shore Dr & 67th St,member,727
South Shore Dr & 71st St,casual,703
South Shore Dr & 71st St,member,948
South Shore Dr & 74th St,casual,277
South Shore Dr & 74th St,member,273
South Shore High School,casual,2
Southport Ave & Belmont Ave,casual,5147
Southport Ave & Belmont Ave,member,8072
Southport Ave & Clark St,casual,1430
Southport Ave & Clark St,member,2192
Southport Ave & Clybourn Ave,casual,4051
Southport Ave & Clybourn Ave,member,6588
Southport Ave & Irving Park Rd,casual,3106
Southport Ave & Irving Park Rd,member,5433
Southport Ave & Roscoe St,casual,8921
